Developer ID,Error Frequency,Shortcut Usage,Help Feature Usage,Breakpoint Usage
0,0.42892607488644396,0.8174827228496587,0.3617928038046779,0.3281104263099211
1,0.8961471013240193,0.2740257395717212,0.8933779480213285,0.8453022329137693
2,0.7556107126184944,0.10096017658880366,0.7826043925336924,0.8078174484551991
3,0.3944729671383764,0.85100863558579,0.3653975076107805,0.4768188527122899
4,0.36476498620718834,0.8471630362484748,0.4373594167102316,0.3405527522398132
5,0.5254371203647197,0.42196958506322685,0.6083336747686264,0.6317515718446053
6,0.8941575348528128,0.1326120469428777,0.7364757500757133,0.8484698354079006
7,0.42468708886745943,0.7941948030482817,0.2984657766109253,0.503224643067966
8,0.40193152759200945,0.7171642448839024,0.3507244631157925,0.3264082496268207
9,0.7745173909124173,0.17809628491944068,0.7373602319975038,0.8388745177915955
10,0.5637201310768207,0.3308318022302472,0.5208530801332458,0.6305189689553602
11,0.8747039536578803,0.18974208681170995,0.8156533850825451,0.7572952130349138
12,0.39921589441987226,0.8080464084149112,0.39046732532093004,0.3802575242983275
13,0.49779561541253475,0.8195046661343963,0.36737957088064904,0.38045233124061995
14,0.8033258611191585,0.21512359488698907,0.7682838953159519,0.7818629417006432
15,0.628829540830747,0.3895850622211003,0.6198003356330822,0.5453469245634747
16,0.5823003044373258,0.3312524353290991,0.5678190798583554,0.48882984238877863
17,0.7546350817808379,0.20259726978980697,0.8364545281088769,0.8064491455378706
18,0.5701341965517318,0.38810391351319967,0.5287969545508734,0.5753340058318903
19,0.6312615725513594,0.31989711721966263,0.5447808330285775,0.6026082539630487
20,0.414317184444614,0.8304421917237725,0.3477373316926523,0.4605572644841351
21,0.7417425079608322,0.24504132434770937,0.8232831219865231,0.7231878156861389
22,0.39789142743547107,0.7856556403805046,0.3969186798952177,0.3946347361854413
23,0.8005250010360411,0.2892935246952918,0.806345604635181,0.8200994681722351
24,0.34213223704045737,0.7843853874437153,0.3921166491918092,0.5128361748649105
25,0.3031860097076747,0.8094389298396915,0.4261945511917103,0.4044211043522331
26,0.8380518862573497,0.20608375082464142,0.8221931616372713,0.8166837163687134
27,0.6139962299521619,0.3950924805178521,0.6455089454046296,0.6158609107595651
28,0.5151958348841972,0.7469992088639227,0.393202514966084,0.4568445681301348
29,0.3150947090283873,0.8193640237697533,0.28722178852989055,0.34887465781821986
30,0.5728569261991641,0.4208025023130713,0.5421908784089043,0.6390599050854997
31,0.5522027499753611,0.3827009112150307,0.5768202012676953,0.6240740736886731
32,0.5991489793069279,0.41895758677775413,0.7129654475345426,0.5978871424169678
33,0.8766389607179229,0.2734679384950143,0.8077473712848459,0.8189081259801088
34,0.5681281487223885,0.38013640928356013,0.5933559711206522,0.5851104560299135
35,0.5387282240584916,0.4422181488200774,0.5499892326305218,0.5227614451611193
36,0.3436587095621628,0.7634661123567588,0.38075600954093625,0.40471757946585374
37,0.43866264887013,0.7408059679903342,0.267041388100163,0.4303159762179691
38,0.7569387157472649,0.29550324765495173,0.7865998314524311,0.8401228197898198
39,0.40488624838574283,0.8291476839876647,0.3800275485368563,0.418502794392376
40,0.659401489617615,0.4158471305962425,0.6460429411890409,0.615936382647151
41,0.5598295167913079,0.36552251111249,0.5772233748241328,0.6008739579512529
42,0.719157238743197,0.4472239743495207,0.554358888727792,0.6558508144047926
43,0.607097658166039,0.3840335791427453,0.6345769375535093,0.6347374571828003
44,0.756460142540906,0.17105751676177924,0.7844223733936314,0.8028082671114873
45,0.7464623689244729,0.25272258634655687,0.779841152651341,0.8611222535191214
46,0.6563317961053253,0.34600342458182887,0.5426265673794448,0.5781089977627782
47,0.37795386838537043,0.7859822252407745,0.38176532278041575,0.40783519276361824
48,0.31220547082811406,0.8225467230902958,0.3657994551131392,0.48297753980949365
49,0.8882026172983832,0.22000786041836118,0.848936899205287,0.9120446599600729
50,0.36401978057241036,0.7593503505722962,0.413725817886197,0.3554542458502236
51,0.4321657232531464,0.7214688295683274,0.3896548161918014,0.44400894560403914
52,0.43492285745536685,0.8001885444543135,0.4465924187057152,0.4169982491900631
53,0.5229601492777687,0.4031630997100166,0.6078253268982687,0.6116090518100138
54,0.8088713071126877,0.17991095318958691,0.7184900826516978,0.8231391127762887
55,0.38445569141507646,0.8048700083134392,0.41995231728200655,0.2613703621786675
56,0.8336147378506218,0.22037309181205553,0.7615041962777342,0.8269624595645909
57,0.7652716070134318,0.19251827298361648,0.7782423224139182,0.8924631864239672
58,0.6385895275606833,0.4411752076981866,0.7081617974640345,0.6668263974718196
59,0.6747242272245684,0.2965007487493234,0.6213129365389051,0.6338454017515123
60,0.5845493515476439,0.3161998096835012,0.657616578239156,0.6539809296018411
61,0.5342046294744239,0.3769207697592646,0.5965879197337685,0.6856671360824683
62,0.44289619621461684,0.8570550933328787,0.47332893577870894,0.44262759697306164
63,0.43468865763450665,0.7920213280926867,0.3933149220165781,0.4538871902988132
64,0.8188212765577815,0.14502996047079028,0.8149119087103028,0.8663192948343515
65,0.741343829744292,0.29718105928246463,0.7793190509620127,0.7626272594279622
66,0.5750983774653847,0.4964766026908493,0.647471040346288,0.6043775620692595
67,0.5980358590886252,0.34159532511294016,0.6261638330265876,0.5914226834388876
68,0.4682265924051236,0.7655275407725032,0.3673853200032491,0.37394053438494446
69,0.7744597431215564,0.1409683907938794,0.7985908885830673,0.821416593526521
70,0.8569700342271651,0.13825870898231737,0.8201170820588775,0.7657594954529844
71,0.8744126096897801,0.29479445880152916,0.8589389785579826,0.7910037582093825
72,0.5630218501804343,0.4771507297703368,0.5353571545138276,0.6133525434674592
73,0.5593317870397898,0.32667878360987435,0.6260532438226379,0.5712106015093467
74,0.6428415305951345,0.36744872033499265,0.5482878579107767,0.6340797259140813
75,0.5405570371107985,0.3746591822850657,0.5701842980774746,0.5973716351865227
76,0.6393163981054488,0.3766790451632029,0.5527776872040875,0.5794975153398726
77,0.44208156320368186,0.7875270709919526,0.4024747490825046,0.4246918388140478
78,0.4344909082267394,0.8650923114782499,0.36859562201792107,0.37594864407696066
79,0.8615145340363861,0.2601189924392206,0.7806336591296025,0.7848848624712332
80,0.8473625983886874,0.1922494953454583,0.8307039685173041,0.8461103335783264
81,0.4333191541015957,0.7769640106305724,0.33328707642986233,0.33266412471012224
82,0.7948390574103221,0.22052992509691863,0.807202178558044,0.8727136753481488
83,0.6320065763048796,0.3191521977844583,0.5987836937800532,0.5630984545397155
84,0.5815409081028778,0.3880310411212037,0.6549829797943556,0.6327631865361298
85,0.45342546996580047,0.7773307098074307,0.3656081194485659,0.339296129845294
86,0.3346736574132342,0.8829065339809095,0.39409179774357156,0.3659910898001575
87,0.3866133231553017,0.7435994334264997,0.4140220852658148,0.350343819453521
88,0.3078465224921676,0.7761012997979757,0.37601720929960264,0.43101791491717567
89,0.9134877311993804,0.12728171627006177,0.8022879258650724,0.7906408074987084
90,0.7475723517466454,0.12899910314105123,0.7146864904687494,0.8975387697615895
91,0.8933778995074985,0.15113610600617947,0.8475044208762795,0.7924321395851152
92,0.562762258897578,0.3586780730670493,0.5950773737787284,0.5668260856818946
93,0.6723505092082961,0.23268092977201804,0.8432218099429754,0.7628917489796779
94,0.38232841256214006,0.7191762905674484,0.38540813186260686,0.3619253894094189
95,0.8104137489038431,0.24883195182418566,0.8178183198587201,0.8353286584095975
96,0.5662833669671312,0.4015915279137176,0.5682076960810559,0.6338216647473249
97,0.7663769776112025,0.18202234192297295,0.7593426858977773,0.7136858698834162
98,0.7193051076221024,0.18936298598930157,0.7552266719403162,0.8193451248929632
99,0.482406746610378,0.8082113877743667,0.42836451389263347,0.38886624497424227
